Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,466488,-,-,-,46.73,4.78,1,200,1,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,unknown
Year,Month,Day,Hour,Minute,GHI,DNI,DHI,Wind Speed,Temperature,Relative Humidity
2019,1,1,0,30,0,0,0,0.6000000000000001,1.3,90.67
2019,1,1,1,30,0,0,0,1.9000000000000001,2.2,98.15
2019,1,1,2,30,0,0,0,1.9000000000000001,2.1,98.3
2019,1,1,3,30,0,0,0,1.8,2,97.67
2019,1,1,4,30,0,0,0,1.7000000000000002,1.8,97.53
2019,1,1,5,30,0,0,0,1.6,1.7000000000000002,97.10000000000001
2019,1,1,6,30,0,0,0,1.4000000000000001,1.5,97.59
2019,1,1,7,30,0,0,0,1.3,1.5,96.75
2019,1,1,8,30,0,0,0,1.4000000000000001,1.8,94.3
2019,1,1,9,30,107,501,39,1.4000000000000001,2.6,92.10000000000001
2019,1,1,10,30,15,0,15,1.4000000000000001,3.7,90.12
2019,1,1,11,30,303,754,66,1.7000000000000002,4.9,87.75
2019,1,1,12,30,25,0,25,2,5.800000000000001,84.82000000000001
2019,1,1,13,30,23,0,23,2.2,6.300000000000001,82.45
2019,1,1,14,30,18,0,18,2,6.2,83.2
2019,1,1,15,30,164,599,50,1.4000000000000001,5.2,90.89
2019,1,1,16,30,46,291,26,1,3.8000000000000003,97.49000000000001
2019,1,1,17,30,0,0,0,1.1,3.1,99.96000000000001
2019,1,1,18,30,0,0,0,1.2000000000000002,2.8000000000000003,100
2019,1,1,19,30,0,0,0,1.3,2.6,100
2019,1,1,20,30,0,0,0,1.3,2.4000000000000004,100
2019,1,1,21,30,0,0,0,1.3,2.3000000000000003,100
2019,1,1,22,30,0,0,0,1.4000000000000001,2.4000000000000004,100
2019,1,1,23,30,0,0,0,1.5,2.7,100
2019,1,2,0,30,0,0,0,1.6,2.9000000000000004,99.67
2019,1,2,1,30,0,0,0,1.8,3.3000000000000003,98.55
2019,1,2,2,30,0,0,0,2,3.2,99.45
2019,1,2,3,30,0,0,0,2.5,3,99.45
2019,1,2,4,30,0,0,0,3.1,2.7,98.96000000000001
2019,1,2,5,30,0,0,0,3.6,2.3000000000000003,98.38
2019,1,2,6,30,0,0,0,3.4000000000000004,1.6,99.08
2019,1,2,7,30,0,0,0,3.1,0.8,98.94
2019,1,2,8,30,0,0,0,3.4000000000000004,0.9,93.66
2019,1,2,9,30,50,18,47,4,1.7000000000000002,90.13
2019,1,2,10,30,224,669,61,4.3,2.8000000000000003,85.73
2019,1,2,11,30,309,762,69,4.6000000000000005,3.9000000000000004,78.56
2019,1,2,12,30,349,803,70,4.800000000000001,4.6000000000000005,70.37
2019,1,2,13,30,122,5,120,4.7,4.800000000000001,63.93
2019,1,2,14,30,107,12,104,4.4,4.6000000000000005,60.99
2019,1,2,15,30,14,0,14,3.5,3.5,65.08
2019,1,2,16,30,49,311,27,2.7,1.9000000000000001,74.91
2019,1,2,17,30,0,0,0,2.5,0.8,80.91
2019,1,2,18,30,0,0,0,2.8000000000000003,0.2,85.03
2019,1,2,19,30,0,0,0,3,-0.2,89.83
2019,1,2,20,30,0,0,0,3.2,-0.5,95.13
2019,1,2,21,30,0,0,0,3.2,-0.7000000000000001,98.8
2019,1,2,22,30,0,0,0,3.3000000000000003,-0.8,99.27
2019,1,2,23,30,0,0,0,3.3000000000000003,-0.8,97.18
2019,1,3,0,30,0,0,0,3.2,-0.9,95.22
2019,1,3,1,30,0,0,0,3.1,-1.3,95.45
2019,1,3,2,30,0,0,0,2.9000000000000004,-1.5,94.7
2019,1,3,3,30,0,0,0,2.9000000000000004,-1.7000000000000002,94.58
2019,1,3,4,30,0,0,0,2.9000000000000004,-1.8,94.34
2019,1,3,5,30,0,0,0,2.9000000000000004,-1.9000000000000001,94.41
2019,1,3,6,30,0,0,0,2.9000000000000004,-2,94.18
2019,1,3,7,30,0,0,0,2.9000000000000004,-2.1,93.85000000000001
2019,1,3,8,30,0,0,0,3,-1.7000000000000002,90.37
2019,1,3,9,30,106,480,41,3.3000000000000003,-0.6000000000000001,85.37
2019,1,3,10,30,223,681,57,3.6,1,78.4
2019,1,3,11,30,308,773,64,3.9000000000000004,2.4000000000000004,70.07000000000001
2019,1,3,12,30,344,795,67,4.2,3.3000000000000003,63.1
2019,1,3,13,30,332,792,65,4.4,3.6,61
2019,1,3,14,30,271,745,59,3.9000000000000004,3.3000000000000003,62.58
2019,1,3,15,30,169,629,47,2.8000000000000003,1.8,71.74
2019,1,3,16,30,51,353,25,2.2,-0.2,84.85000000000001
2019,1,3,17,30,0,0,0,2.5,-1,87.15
2019,1,3,18,30,0,0,0,2.9000000000000004,-1.1,90.04
2019,1,3,19,30,0,0,0,3.1,-1.3,94.08
2019,1,3,20,30,0,0,0,3.3000000000000003,-1.3,96.47
2019,1,3,21,30,0,0,0,3.3000000000000003,-1.2000000000000002,96.85000000000001
2019,1,3,22,30,0,0,0,3.2,-1.1,96.29
2019,1,3,23,30,0,0,0,3,-1.1,96.53
2019,1,4,0,30,0,0,0,2.9000000000000004,-1.1,96.65
2019,1,4,1,30,0,0,0,3.1,-1.2000000000000002,96.98
2019,1,4,2,30,0,0,0,3.4000000000000004,-1.2000000000000002,95.89
2019,1,4,3,30,0,0,0,3.3000000000000003,-1.3,95.60000000000001
2019,1,4,4,30,0,0,0,3.1,-1.5,95.7
2019,1,4,5,30,0,0,0,3.1,-1.6,94.9
2019,1,4,6,30,0,0,0,3.1,-1.7000000000000002,94.78
2019,1,4,7,30,0,0,0,3.1,-1.7000000000000002,94.01
2019,1,4,8,30,0,0,0,3.2,-1.2000000000000002,90.67
2019,1,4,9,30,7,0,7,3.5,-0.1,87
2019,1,4,10,30,15,0,15,3.9000000000000004,1.6,81.78
2019,1,4,11,30,136,38,124,4.1000000000000005,3,75.91
2019,1,4,12,30,183,105,146,3.9000000000000004,3.7,71.59
2019,1,4,13,30,243,360,121,3.5,3.7,70.49
2019,1,4,14,30,273,750,57,2.9000000000000004,3.3000000000000003,72.76
2019,1,4,15,30,118,247,70,2.1,1.7000000000000002,83.76
2019,1,4,16,30,35,113,27,1.7000000000000002,-0.2,92.37
2019,1,4,17,30,0,0,0,1.7000000000000002,-0.6000000000000001,92.12
2019,1,4,18,30,0,0,0,1.7000000000000002,-1,95.39
2019,1,4,19,30,0,0,0,1.7000000000000002,-1.8,99.43
2019,1,4,20,30,0,0,0,1.7000000000000002,-2.2,100
2019,1,4,21,30,0,0,0,1.6,-2.2,100
2019,1,4,22,30,0,0,0,1.6,-2.1,100
2019,1,4,23,30,0,0,0,1.6,-1.9000000000000001,100
2019,1,5,0,30,0,0,0,1.6,-1.6,99.15
2019,1,5,1,30,0,0,0,1.4000000000000001,-1.2000000000000002,97.19
2019,1,5,2,30,0,0,0,1.4000000000000001,-1.1,97.25
2019,1,5,3,30,0,0,0,1.4000000000000001,-1,97.09
2019,1,5,4,30,0,0,0,1.6,-0.9,96.86
2019,1,5,5,30,0,0,0,1.6,-0.9,97.22
2019,1,5,6,30,0,0,0,1.7000000000000002,-1,97.83
2019,1,5,7,30,0,0,0,1.8,-1.1,97.76
2019,1,5,8,30,0,0,0,2.3000000000000003,-0.5,92.66
2019,1,5,9,30,7,0,7,2.9000000000000004,0.7000000000000001,86.49
2019,1,5,10,30,14,0,14,3.1,1.9000000000000001,81.02
2019,1,5,11,30,21,0,21,3.1,2.8000000000000003,77.89
2019,1,5,12,30,25,0,25,3.1,3.5,77.19
2019,1,5,13,30,24,0,24,3,3.8000000000000003,78.58
2019,1,5,14,30,19,0,19,2.5,3.6,82.4
2019,1,5,15,30,167,553,56,1.7000000000000002,2.4000000000000004,92.01
2019,1,5,16,30,52,283,30,1.5,1.1,98.63
2019,1,5,17,30,0,0,0,1.9000000000000001,0.8,99.64
2019,1,5,18,30,0,0,0,2.3000000000000003,0.9,99.44
2019,1,5,19,30,0,0,0,2.4000000000000004,0.9,99.69
2019,1,5,20,30,0,0,0,2.3000000000000003,0.9,99.43
2019,1,5,21,30,0,0,0,2.3000000000000003,0.9,98.86
2019,1,5,22,30,0,0,0,2.2,0.9,98.29
2019,1,5,23,30,0,0,0,2,0.9,97.68
2019,1,6,0,30,0,0,0,2,0.8,97.62
2019,1,6,1,30,0,0,0,2,0.8,97.28
2019,1,6,2,30,0,0,0,2,0.6000000000000001,97.79
2019,1,6,3,30,0,0,0,2,0.30000000000000004,98.04
2019,1,6,4,30,0,0,0,2,0,97.92
2019,1,6,5,30,0,0,0,2,-0.4,98.43
2019,1,6,6,30,0,0,0,2,-0.6000000000000001,97.56
2019,1,6,7,30,0,0,0,2,-0.8,96.85000000000001
2019,1,6,8,30,0,0,0,2.4000000000000004,-0.2,91.5
2019,1,6,9,30,7,0,7,2.9000000000000004,1,87.23
2019,1,6,10,30,15,0,15,3.1,2.3000000000000003,82.56
2019,1,6,11,30,22,0,22,3.2,3.3000000000000003,76.83
2019,1,6,12,30,25,0,25,3.2,3.8000000000000003,73.61
2019,1,6,13,30,24,0,24,3.1,4,72.31
2019,1,6,14,30,19,0,19,2.8000000000000003,3.8000000000000003,73.7
2019,1,6,15,30,12,0,12,2,2.8000000000000003,80.94
2019,1,6,16,30,4,0,4,1.5,1.2000000000000002,91.66
2019,1,6,17,30,0,0,0,1.6,0.5,91.89
2019,1,6,18,30,0,0,0,1.7000000000000002,0.2,93.55
2019,1,6,19,30,0,0,0,1.7000000000000002,-0.1,95.28
2019,1,6,20,30,0,0,0,1.7000000000000002,-0.5,97.95
2019,1,6,21,30,0,0,0,1.7000000000000002,-0.8,100
2019,1,6,22,30,0,0,0,1.7000000000000002,-0.9,100
2019,1,6,23,30,0,0,0,1.8,-0.9,100
2019,1,7,0,30,0,0,0,1.8,-0.9,100
2019,1,7,1,30,0,0,0,1.7000000000000002,-0.8,100
2019,1,7,2,30,0,0,0,1.8,-0.7000000000000001,99.69
2019,1,7,3,30,0,0,0,1.9000000000000001,-0.6000000000000001,98.05
2019,1,7,4,30,0,0,0,1.9000000000000001,-0.7000000000000001,97.78
2019,1,7,5,30,0,0,0,1.8,-0.8,97.69
2019,1,7,6,30,0,0,0,1.8,-0.9,97.79
2019,1,7,7,30,0,0,0,1.8,-1,98.17
2019,1,7,8,30,0,0,0,2.2,-0.2,92.76
2019,1,7,9,30,7,0,7,2.6,1.3,87.86
2019,1,7,10,30,15,0,15,2.9000000000000004,2.7,82.59
2019,1,7,11,30,22,0,22,3.1,3.7,74.54
2019,1,7,12,30,26,0,26,3.1,4.2,70.60000000000001
2019,1,7,13,30,25,0,25,2.9000000000000004,4.3,69.25
2019,1,7,14,30,19,0,19,2.4000000000000004,4.1000000000000005,69.94
2019,1,7,15,30,174,576,56,1.5,2.8000000000000003,79.17
2019,1,7,16,30,56,312,30,1,1.2000000000000002,88.5
2019,1,7,17,30,0,0,0,1,0.5,86.7
2019,1,7,18,30,0,0,0,1,0.5,86.9
2019,1,7,19,30,0,0,0,0.9,0.5,87.82000000000001
2019,1,7,20,30,0,0,0,0.9,0.4,89.54
2019,1,7,21,30,0,0,0,0.9,0.1,92.67
2019,1,7,22,30,0,0,0,0.9,-0.2,95.55
2019,1,7,23,30,0,0,0,1.1,-0.30000000000000004,96.54
2019,1,8,0,30,0,0,0,1.2000000000000002,-0.2,97.92
2019,1,8,1,30,0,0,0,1.9000000000000001,0.4,96.02
2019,1,8,2,30,0,0,0,2.4000000000000004,0.8,94.58
2019,1,8,3,30,0,0,0,2.7,1.1,93.95
2019,1,8,4,30,0,0,0,2.9000000000000004,1.5,93.5
2019,1,8,5,30,0,0,0,3,1.8,93.82000000000001
2019,1,8,6,30,0,0,0,3.1,2.2,93.86
2019,1,8,7,30,0,0,0,3.3000000000000003,2.8000000000000003,93.24
2019,1,8,8,30,0,0,0,3.3000000000000003,3.3000000000000003,93.81
2019,1,8,9,30,6,0,6,3.2,3.7,94.43
2019,1,8,10,30,9,0,9,3.1,4.2,93.92
2019,1,8,11,30,15,0,15,3.2,4.6000000000000005,94.11
2019,1,8,12,30,17,0,17,3.2,5,94.01
2019,1,8,13,30,44,0,44,3.2,5.300000000000001,93.82000000000001
2019,1,8,14,30,63,0,63,2.9000000000000004,5.300000000000001,94.52
2019,1,8,15,30,54,0,54,2.6,4.9,95.52
2019,1,8,16,30,20,0,20,2.5,4.2,97.26
2019,1,8,17,30,0,0,0,2.5,3.5,98.42
2019,1,8,18,30,0,0,0,2.6,2.8000000000000003,100
2019,1,8,19,30,0,0,0,2.7,2.2,100
2019,1,8,20,30,0,0,0,3,2,98.54
2019,1,8,21,30,0,0,0,3.2,1.9000000000000001,97.87
2019,1,8,22,30,0,0,0,3.2,1.9000000000000001,96.55
2019,1,8,23,30,0,0,0,3.1,1.8,95.96000000000001
2019,1,9,0,30,0,0,0,3.1,1.9000000000000001,95.39
2019,1,9,1,30,0,0,0,3.1,2,95.34
2019,1,9,2,30,0,0,0,3,1.9000000000000001,95.9
2019,1,9,3,30,0,0,0,3.1,1.7000000000000002,96.23
2019,1,9,4,30,0,0,0,3.2,1.6,95.65
2019,1,9,5,30,0,0,0,3.3000000000000003,1.3,96.21000000000001
2019,1,9,6,30,0,0,0,3.4000000000000004,1.1,95.7
2019,1,9,7,30,0,0,0,3.6,0.9,95.16
2019,1,9,8,30,0,0,0,3.9000000000000004,1,92.91
2019,1,9,9,30,8,0,8,4.5,1.5,91.17
2019,1,9,10,30,9,0,9,4.9,2.2,89.41
2019,1,9,11,30,13,0,13,5.300000000000001,2.8000000000000003,88.02
2019,1,9,12,30,26,0,26,5.6000000000000005,3.3000000000000003,86.47
2019,1,9,13,30,36,0,36,5.5,3.6,84.62
2019,1,9,14,30,62,0,62,4.9,3.6,84.14
2019,1,9,15,30,8,0,8,4.2,3.1,87.60000000000001
2019,1,9,16,30,13,0,13,3.9000000000000004,2.3000000000000003,91.91
2019,1,9,17,30,0,0,0,3.6,1.4000000000000001,94.87
2019,1,9,18,30,0,0,0,3.4000000000000004,0.8,96.56
2019,1,9,19,30,0,0,0,3.4000000000000004,0.4,97.21000000000001
2019,1,9,20,30,0,0,0,3.5,0.4,95.88
2019,1,9,21,30,0,0,0,3.7,0.4,95.53
2019,1,9,22,30,0,0,0,3.8000000000000003,0.2,95.79
2019,1,9,23,30,0,0,0,3.8000000000000003,-0.1,96.07000000000001
2019,1,10,0,30,0,0,0,3.8000000000000003,-0.2,94.89
2019,1,10,1,30,0,0,0,3.9000000000000004,-0.6000000000000001,95.25
2019,1,10,2,30,0,0,0,3.9000000000000004,-1,95.35000000000001
2019,1,10,3,30,0,0,0,3.8000000000000003,-1.3,94.44
2019,1,10,4,30,0,0,0,3.6,-1.6,93.59
2019,1,10,5,30,0,0,0,3.4000000000000004,-1.8,93
2019,1,10,6,30,0,0,0,3.3000000000000003,-2,93
2019,1,10,7,30,0,0,0,3.1,-2.2,92.68
2019,1,10,8,30,0,0,0,3.3000000000000003,-1.8,88.77
2019,1,10,9,30,28,0,28,3.6,-0.7000000000000001,84.87
2019,1,10,10,30,14,0,14,3.9000000000000004,0.7000000000000001,80.65
2019,1,10,11,30,113,0,113,4.2,1.8,75.49
2019,1,10,12,30,14,0,14,4.3,2.5,70.92
2019,1,10,13,30,39,0,39,4.2,2.6,69.54
2019,1,10,14,30,128,35,117,4,2.4000000000000004,70.35000000000001
2019,1,10,15,30,12,0,12,3.3000000000000003,1.4000000000000001,76.44
2019,1,10,16,30,5,0,5,2.7,-0.1,85.51
2019,1,10,17,30,0,0,0,2.8000000000000003,-1.1,88.21000000000001
2019,1,10,18,30,0,0,0,2.8000000000000003,-1.6,90.29
2019,1,10,19,30,0,0,0,2.8000000000000003,-2,92.05
2019,1,10,20,30,0,0,0,2.6,-2.4000000000000004,93.85000000000001
2019,1,10,21,30,0,0,0,2.5,-2.5,93.68
2019,1,10,22,30,0,0,0,2.4000000000000004,-2.4000000000000004,92.60000000000001
2019,1,10,23,30,0,0,0,2.3000000000000003,-2.4000000000000004,92.19
2019,1,11,0,30,0,0,0,2.2,-2.4000000000000004,91.89
2019,1,11,1,30,0,0,0,2.1,-2.7,93.14
2019,1,11,2,30,0,0,0,2.2,-2.7,92.51
2019,1,11,3,30,0,0,0,2.2,-2.8000000000000003,92.79
2019,1,11,4,30,0,0,0,2.1,-3,93.32000000000001
2019,1,11,5,30,0,0,0,2,-3,92.69
2019,1,11,6,30,0,0,0,1.9000000000000001,-3.1,92.93
2019,1,11,7,30,0,0,0,1.8,-2.9000000000000004,91.5
2019,1,11,8,30,0,0,0,2.1,-2,86.36
2019,1,11,9,30,113,531,37,2.5,-0.4,80.01
2019,1,11,10,30,105,35,96,2.6,1.1,71.05
2019,1,11,11,30,164,86,135,2.6,2.1,64.09
2019,1,11,12,30,155,33,142,2.5,2.7,60.79
2019,1,11,13,30,102,0,102,2.5,2.9000000000000004,60.76
2019,1,11,14,30,20,0,20,2.2,2.6,64.35
2019,1,11,15,30,25,0,25,1.5,1.5,74.95
2019,1,11,16,30,9,0,9,1.2000000000000002,0.2,86.52
2019,1,11,17,30,0,0,0,1.3,-0.30000000000000004,86.72
2019,1,11,18,30,0,0,0,1.4000000000000001,-0.4,89.33
2019,1,11,19,30,0,0,0,1.4000000000000001,-0.5,91.64
2019,1,11,20,30,0,0,0,1.4000000000000001,-0.30000000000000004,91.77
2019,1,11,21,30,0,0,0,1.5,0,91.98
2019,1,11,22,30,0,0,0,1.5,0.30000000000000004,92.48
2019,1,11,23,30,0,0,0,1.4000000000000001,0.5,93.55
2019,1,12,0,30,0,0,0,1.4000000000000001,0.6000000000000001,94.59
2019,1,12,1,30,0,0,0,1.2000000000000002,0.7000000000000001,95.63
2019,1,12,2,30,0,0,0,1.2000000000000002,0.9,95.89
2019,1,12,3,30,0,0,0,1.1,1.1,96.16
2019,1,12,4,30,0,0,0,1.2000000000000002,1.2000000000000002,96.99000000000001
2019,1,12,5,30,0,0,0,1.2000000000000002,1.3,97.16
2019,1,12,6,30,0,0,0,1.2000000000000002,1.2000000000000002,98.44
2019,1,12,7,30,0,0,0,1.2000000000000002,1.3,97.76
2019,1,12,8,30,0,0,0,1.4000000000000001,1.8,95.16
2019,1,12,9,30,8,0,8,1.8,2.7,93.25
2019,1,12,10,30,16,0,16,2.2,3.3000000000000003,92.67
2019,1,12,11,30,23,0,23,2.5,3.9000000000000004,91.36
2019,1,12,12,30,30,0,30,2.6,4.4,89.23
2019,1,12,13,30,26,0,26,2.6,4.6000000000000005,86.92
2019,1,12,14,30,34,0,34,2.3000000000000003,4.4,87.92
2019,1,12,15,30,13,0,13,1.9000000000000001,3.3000000000000003,94.82000000000001
2019,1,12,16,30,11,0,11,1.9000000000000001,2.2,98.23
2019,1,12,17,30,0,0,0,2.2,2,97.98
2019,1,12,18,30,0,0,0,2.5,2.3000000000000003,97.41
2019,1,12,19,30,0,0,0,2.9000000000000004,2.5,96.9
2019,1,12,20,30,0,0,0,3.2,2.6,96.23
2019,1,12,21,30,0,0,0,3.6,2.8000000000000003,94.68
2019,1,12,22,30,0,0,0,4,3.1,93.59
2019,1,12,23,30,0,0,0,4.1000000000000005,3.6,92.92
2019,1,13,0,30,0,0,0,4.1000000000000005,3.8000000000000003,95.26
2019,1,13,1,30,0,0,0,4,4.6000000000000005,93.77
2019,1,13,2,30,0,0,0,3.6,4.9,95.02
2019,1,13,3,30,0,0,0,3.2,4.9,96.83
2019,1,13,4,30,0,0,0,3,4.9,97.16
2019,1,13,5,30,0,0,0,2.9000000000000004,4.9,97.15
2019,1,13,6,30,0,0,0,3.1,5.1000000000000005,96.23
2019,1,13,7,30,0,0,0,3.3000000000000003,5.2,96.3
2019,1,13,8,30,0,0,0,3.2,5.5,95.36
2019,1,13,9,30,6,0,6,3.2,5.9,94.37
2019,1,13,10,30,9,0,9,3.4000000000000004,6.4,93.9
2019,1,13,11,30,12,0,12,3.5,7,93.48
2019,1,13,12,30,14,0,14,3.5,7.5,93.79
2019,1,13,13,30,17,0,17,3.4000000000000004,7.7,94.58
2019,1,13,14,30,14,0,14,3.4000000000000004,7.7,95.32000000000001
2019,1,13,15,30,9,0,9,3.5,7.6000000000000005,95.92
2019,1,13,16,30,6,0,6,3.6,7.5,95.86
2019,1,13,17,30,0,0,0,3.8000000000000003,7.4,96.04
2019,1,13,18,30,0,0,0,3.9000000000000004,7.4,95.95
2019,1,13,19,30,0,0,0,4.2,7.5,95.29
2019,1,13,20,30,0,0,0,4.4,7.5,95.53
2019,1,13,21,30,0,0,0,4.6000000000000005,7.6000000000000005,95.06
2019,1,13,22,30,0,0,0,4.9,7.5,95.60000000000001
2019,1,13,23,30,0,0,0,5.1000000000000005,7.5,94.94
2019,1,14,0,30,0,0,0,5.2,7.4,94.76
2019,1,14,1,30,0,0,0,5.1000000000000005,7.300000000000001,94.9
2019,1,14,2,30,0,0,0,4.9,7.2,95.04
2019,1,14,3,30,0,0,0,4.7,7.2,94.67
2019,1,14,4,30,0,0,0,4.6000000000000005,7,94.35000000000001
2019,1,14,5,30,0,0,0,4.3,6.4,95.38
2019,1,14,6,30,0,0,0,3.5,5.300000000000001,97.72
2019,1,14,7,30,0,0,0,2.7,4.1000000000000005,99.01
2019,1,14,8,30,0,0,0,2.8000000000000003,4.2,93.79
2019,1,14,9,30,8,0,8,3.4000000000000004,5.5,90.38
2019,1,14,10,30,16,0,16,3.8000000000000003,6.6000000000000005,87.65
2019,1,14,11,30,23,0,23,4.2,7.4,82.87
2019,1,14,12,30,61,0,61,4.3,7.800000000000001,76.18
2019,1,14,13,30,27,0,27,4.2,7.9,71.9
2019,1,14,14,30,21,0,21,3.6,7.5,72.15
2019,1,14,15,30,13,0,13,2.5,6.4,79.09
2019,1,14,16,30,5,0,5,1.8,4.5,90.97
2019,1,14,17,30,0,0,0,1.7000000000000002,3.1,93.58
2019,1,14,18,30,0,0,0,1.6,2.4000000000000004,96.71000000000001
2019,1,14,19,30,0,0,0,1.5,1.6,100
2019,1,14,20,30,0,0,0,1.3,1,100
2019,1,14,21,30,0,0,0,1.2000000000000002,0.5,100
2019,1,14,22,30,0,0,0,1.1,0.30000000000000004,100
2019,1,14,23,30,0,0,0,1.1,0.30000000000000004,100
2019,1,15,0,30,0,0,0,1.2000000000000002,0.4,100
2019,1,15,1,30,0,0,0,1.1,0.8,100
2019,1,15,2,30,0,0,0,1.1,0.9,99.02
2019,1,15,3,30,0,0,0,1,0.7000000000000001,97.71000000000001
2019,1,15,4,30,0,0,0,0.9,0.4,96.49000000000001
2019,1,15,5,30,0,0,0,0.9,0.30000000000000004,95.48
2019,1,15,6,30,0,0,0,0.8,0.4,94.69
2019,1,15,7,30,0,0,0,0.7000000000000001,0.6000000000000001,94.27
2019,1,15,8,30,0,0,0,0.7000000000000001,1,91.99
2019,1,15,9,30,62,50,54,0.7000000000000001,1.8,88.81
2019,1,15,10,30,240,681,62,0.8,2.9000000000000004,86.49
2019,1,15,11,30,330,766,71,0.9,4.4,82.51
2019,1,15,12,30,159,33,147,1,5.7,76.37
2019,1,15,13,30,34,0,34,1.2000000000000002,6.5,70.02
2019,1,15,14,30,50,0,50,1.1,6.5,67.15
2019,1,15,15,30,24,0,24,0.8,5.6000000000000005,71.71000000000001
2019,1,15,16,30,82,470,32,0.7000000000000001,4.3,78.10000000000001
2019,1,15,17,30,0,0,0,0.7000000000000001,3.5,72.82000000000001
2019,1,15,18,30,0,0,0,0.7000000000000001,3.2,73.45
2019,1,15,19,30,0,0,0,0.8,2.8000000000000003,74.91
2019,1,15,20,30,0,0,0,0.9,2.2,77.66
2019,1,15,21,30,0,0,0,0.9,1.4000000000000001,81.63
2019,1,15,22,30,0,0,0,1.1,0.4,87.32000000000001
2019,1,15,23,30,0,0,0,1.1,-0.5,92.79
2019,1,16,0,30,0,0,0,1.2000000000000002,-1.1,96.36
2019,1,16,1,30,0,0,0,1.2000000000000002,-2,100
2019,1,16,2,30,0,0,0,1.2000000000000002,-2.2,100
2019,1,16,3,30,0,0,0,1.4000000000000001,-2,100
2019,1,16,4,30,0,0,0,1.7000000000000002,-1.6,97.94
2019,1,16,5,30,0,0,0,2.1,-1.3,95.58
2019,1,16,6,30,0,0,0,2.5,-1.1,93.12
2019,1,16,7,30,0,0,0,2.8000000000000003,-1,91.2
2019,1,16,8,30,0,0,0,3.2,-0.2,85.43
2019,1,16,9,30,41,0,41,3.5,1.3,79.10000000000001
2019,1,16,10,30,249,748,51,3.6,3.3000000000000003,72.8
2019,1,16,11,30,339,822,59,3.6,5.5,67.97
2019,1,16,12,30,267,324,144,3.5,7.4,64.74
2019,1,16,13,30,212,146,157,3.1,8.5,64.08
2019,1,16,14,30,252,490,95,2.4000000000000004,8.200000000000001,70.17
2019,1,16,15,30,162,381,74,2,6.5,84.35000000000001
2019,1,16,16,30,11,0,11,2.3000000000000003,4.800000000000001,87.72
2019,1,16,17,30,0,0,0,2.7,4.1000000000000005,88.58
2019,1,16,18,30,0,0,0,3,3.8000000000000003,91.4
2019,1,16,19,30,0,0,0,3.2,3.5,93.07000000000001
2019,1,16,20,30,0,0,0,3.3000000000000003,3.2,93.94
2019,1,16,21,30,0,0,0,3.4000000000000004,2.8000000000000003,95.12
2019,1,16,22,30,0,0,0,3.6,2.6,95.44
2019,1,16,23,30,0,0,0,3.7,2.5,95.85000000000001
2019,1,17,0,30,0,0,0,3.8000000000000003,2.5,96.63
2019,1,17,1,30,0,0,0,4.1000000000000005,2.9000000000000004,95.27
2019,1,17,2,30,0,0,0,4.3,3.1,95.43
2019,1,17,3,30,0,0,0,4.6000000000000005,3.4000000000000004,94.25
2019,1,17,4,30,0,0,0,4.800000000000001,3.5,94.17
2019,1,17,5,30,0,0,0,4.6000000000000005,3.6,93.92
2019,1,17,6,30,0,0,0,4.2,3.8000000000000003,93.69
2019,1,17,7,30,0,0,0,3.7,4,93.71000000000001
2019,1,17,8,30,0,0,0,3.4000000000000004,4.5,91.89
2019,1,17,9,30,8,0,8,3.6,5.300000000000001,89.85000000000001
2019,1,17,10,30,17,0,17,4.2,6.4,86.39
2019,1,17,11,30,24,0,24,4.9,7.300000000000001,80.49
2019,1,17,12,30,130,1,130,5.300000000000001,7.7,74.61
2019,1,17,13,30,158,31,146,5.300000000000001,7.5,71.74
2019,1,17,14,30,25,0,25,4.7,7,70.95
2019,1,17,15,30,214,673,55,3.5,5.800000000000001,75.51
2019,1,17,16,30,87,458,34,2.3000000000000003,3.9000000000000004,87.33
2019,1,17,17,30,0,0,0,2,2.4000000000000004,93.56
2019,1,17,18,30,0,0,0,2,1.9000000000000001,96.65
2019,1,17,19,30,0,0,0,2,1.6,98.51
2019,1,17,20,30,0,0,0,1.9000000000000001,1.2000000000000002,100
2019,1,17,21,30,0,0,0,1.9000000000000001,1.1,100
